,Region,Year,Series_x,Value_x,Series_y,Value_y
11155,Malta,2015,"Total Sexual Violence at the national level, rate per 100,000",23.963,Gross enrollment ratio - Primary (female),104.3316
11157,Malta,2015,"Total Sexual Violence at the national level, rate per 100,000",23.963,Gross enrollment ratio - Secondary (male),92.1286
11158,Malta,2015,"Total Sexual Violence at the national level, rate per 100,000",23.963,Gross enrollment ratio - Secondary (female),97.8451
11160,Malta,2015,"Total Sexual Violence at the national level, rate per 100,000",23.963,Gross enrollment ratio - Tertiary (male),39.8632
11161,Malta,2015,"Total Sexual Violence at the national level, rate per 100,000",23.963,Gross enrollment ratio - Tertiary (female),55.0276
11163,Malta,2017,"Intentional homicide rates per 100,000",2.0551,Gross enrollment ratio - Primary (male),104.9007
11164,Malta,2017,"Intentional homicide rates per 100,000",2.0551,Gross enrollment ratio - Primary (female),105.1035
11166,Malta,2017,"Intentional homicide rates per 100,000",2.0551,Gross enrollment ratio - Secondary (male),104.8343
11167,Malta,2017,"Intentional homicide rates per 100,000",2.0551,Gross enrollment ratio - Secondary (female),104.6697
11169,Malta,2017,"Intentional homicide rates per 100,000",2.0551,Gross enrollment ratio - Tertiary (male),46.0326
11170,Malta,2017,"Intentional homicide rates per 100,000",2.0551,Gross enrollment ratio - Tertiary (female),63.174
11172,Malta,2017,"Percentage of male and female intentional homicide victims, Male",3.6452,Gross enrollment ratio - Primary (male),104.9007
11173,Malta,2017,"Percentage of male and female intentional homicide victims, Male",3.6452,Gross enrollment ratio - Primary (female),105.1035
11175,Malta,2017,"Percentage of male and female intentional homicide victims, Male",3.6452,Gross enrollment ratio - Secondary (male),104.8343
11176,Malta,2017,"Percentage of male and female intentional homicide victims, Male",3.6452,Gross enrollment ratio - Secondary (female),104.6697
11178,Malta,2017,"Percentage of male and female intentional homicide victims, Male",3.6452,Gross enrollment ratio - Tertiary (male),46.0326
11179,Malta,2017,"Percentage of male and female intentional homicide victims, Male",3.6452,Gross enrollment ratio - Tertiary (female),63.174
11181,Malta,2017,"Percentage of male and female intentional homicide victims, Female",0.4577,Gross enrollment ratio - Primary (male),104.9007
11182,Malta,2017,"Percentage of male and female intentional homicide victims, Female",0.4577,Gross enrollment ratio - Primary (female),105.1035
11184,Malta,2017,"Percentage of male and female intentional homicide victims, Female",0.4577,Gross enrollment ratio - Secondary (male),104.8343
11185,Malta,2017,"Percentage of male and female intentional homicide victims, Female",0.4577,Gross enrollment ratio - Secondary (female),104.6697
11187,Malta,2017,"Percentage of male and female intentional homicide victims, Female",0.4577,Gross enrollment ratio - Tertiary (male),46.0326
11188,Malta,2017,"Percentage of male and female intentional homicide victims, Female",0.4577,Gross enrollment ratio - Tertiary (female),63.174
11190,Malta,2017,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Primary (male),104.9007
11191,Malta,2017,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Primary (female),105.1035
11193,Malta,2017,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Secondary (male),104.8343
11194,Malta,2017,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Secondary (female),104.6697
11196,Malta,2017,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Tertiary (male),46.0326
11197,Malta,2017,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Tertiary (female),63.174
11203,Mauritius,2005,"Intentional homicide rates per 100,000",3.0278,Gross enrollment ratio - Primary (male),103.3393
11204,Mauritius,2005,"Intentional homicide rates per 100,000",3.0278,Gross enrollment ratio - Primary (female),103.1085
11206,Mauritius,2005,"Intentional homicide rates per 100,000",3.0278,Gross enrollment ratio - Secondary (male),89.6709
11207,Mauritius,2005,"Intentional homicide rates per 100,000",3.0278,Gross enrollment ratio - Secondary (female),87.6169
11209,Mauritius,2005,"Intentional homicide rates per 100,000",3.0278,Gross enrollment ratio - Tertiary (male),21.0264
11210,Mauritius,2005,"Intentional homicide rates per 100,000",3.0278,Gross enrollment ratio - Tertiary (female),21.6871
11212,Mauritius,2005,"Percentage of male and female intentional homicide victims, Male",3.9372,Gross enrollment ratio - Primary (male),103.3393
11213,Mauritius,2005,"Percentage of male and female intentional homicide victims, Male",3.9372,Gross enrollment ratio - Primary (female),103.1085
11215,Mauritius,2005,"Percentage of male and female intentional homicide victims, Male",3.9372,Gross enrollment ratio - Secondary (male),89.6709
11216,Mauritius,2005,"Percentage of male and female intentional homicide victims, Male",3.9372,Gross enrollment ratio - Secondary (female),87.6169
11218,Mauritius,2005,"Percentage of male and female intentional homicide victims, Male",3.9372,Gross enrollment ratio - Tertiary (male),21.0264
11219,Mauritius,2005,"Percentage of male and female intentional homicide victims, Male",3.9372,Gross enrollment ratio - Tertiary (female),21.6871
11221,Mauritius,2005,"Percentage of male and female intentional homicide victims, Female",2.1343,Gross enrollment ratio - Primary (male),103.3393
11222,Mauritius,2005,"Percentage of male and female intentional homicide victims, Female",2.1343,Gross enrollment ratio - Primary (female),103.1085
11224,Mauritius,2005,"Percentage of male and female intentional homicide victims, Female",2.1343,Gross enrollment ratio - Secondary (male),89.6709
11225,Mauritius,2005,"Percentage of male and female intentional homicide victims, Female",2.1343,Gross enrollment ratio - Secondary (female),87.6169
11227,Mauritius,2005,"Percentage of male and female intentional homicide victims, Female",2.1343,Gross enrollment ratio - Tertiary (male),21.0264
11228,Mauritius,2005,"Percentage of male and female intentional homicide victims, Female",2.1343,Gross enrollment ratio - Tertiary (female),21.6871
11230,Mauritius,2005,"Assault rate per 100,000 population",9.98,Gross enrollment ratio - Primary (male),103.3393
11231,Mauritius,2005,"Assault rate per 100,000 population",9.98,Gross enrollment ratio - Primary (female),103.1085
11233,Mauritius,2005,"Assault rate per 100,000 population",9.98,Gross enrollment ratio - Secondary (male),89.6709
11234,Mauritius,2005,"Assault rate per 100,000 population",9.98,Gross enrollment ratio - Secondary (female),87.6169
11236,Mauritius,2005,"Assault rate per 100,000 population",9.98,Gross enrollment ratio - Tertiary (male),21.0264
11237,Mauritius,2005,"Assault rate per 100,000 population",9.98,Gross enrollment ratio - Tertiary (female),21.6871
11239,Mauritius,2005,"Theft at the national level, rate per 100,000 population",1172.26,Gross enrollment ratio - Primary (male),103.3393
11240,Mauritius,2005,"Theft at the national level, rate per 100,000 population",1172.26,Gross enrollment ratio - Primary (female),103.1085
11242,Mauritius,2005,"Theft at the national level, rate per 100,000 population",1172.26,Gross enrollment ratio - Secondary (male),89.6709
11243,Mauritius,2005,"Theft at the national level, rate per 100,000 population",1172.26,Gross enrollment ratio - Secondary (female),87.6169
11245,Mauritius,2005,"Theft at the national level, rate per 100,000 population",1172.26,Gross enrollment ratio - Tertiary (male),21.0264
11246,Mauritius,2005,"Theft at the national level, rate per 100,000 population",1172.26,Gross enrollment ratio - Tertiary (female),21.6871
11248,Mauritius,2005,"Total Sexual Violence at the national level, rate per 100,000",25.696,Gross enrollment ratio - Primary (male),103.3393
11249,Mauritius,2005,"Total Sexual Violence at the national level, rate per 100,000",25.696,Gross enrollment ratio - Primary (female),103.1085
11251,Mauritius,2005,"Total Sexual Violence at the national level, rate per 100,000",25.696,Gross enrollment ratio - Secondary (male),89.6709
11252,Mauritius,2005,"Total Sexual Violence at the national level, rate per 100,000",25.696,Gross enrollment ratio - Secondary (female),87.6169
11254,Mauritius,2005,"Total Sexual Violence at the national level, rate per 100,000",25.696,Gross enrollment ratio - Tertiary (male),21.0264
11255,Mauritius,2005,"Total Sexual Violence at the national level, rate per 100,000",25.696,Gross enrollment ratio - Tertiary (female),21.6871
11257,Mauritius,2010,"Intentional homicide rates per 100,000",2.6443,Gross enrollment ratio - Primary (male),102.5275
11258,Mauritius,2010,"Intentional homicide rates per 100,000",2.6443,Gross enrollment ratio - Primary (female),103.0545
11260,Mauritius,2010,"Intentional homicide rates per 100,000",2.6443,Gross enrollment ratio - Secondary (male),87.2484
11261,Mauritius,2010,"Intentional homicide rates per 100,000",2.6443,Gross enrollment ratio - Secondary (female),91.2924
11263,Mauritius,2010,"Intentional homicide rates per 100,000",2.6443,Gross enrollment ratio - Tertiary (male),30.5354
11264,Mauritius,2010,"Intentional homicide rates per 100,000",2.6443,Gross enrollment ratio - Tertiary (female),36.9104
11266,Mauritius,2010,"Percentage of male and female intentional homicide victims, Male",4.0415,Gross enrollment ratio - Primary (male),102.5275
11267,Mauritius,2010,"Percentage of male and female intentional homicide victims, Male",4.0415,Gross enrollment ratio - Primary (female),103.0545
11269,Mauritius,2010,"Percentage of male and female intentional homicide victims, Male",4.0415,Gross enrollment ratio - Secondary (male),87.2484
11270,Mauritius,2010,"Percentage of male and female intentional homicide victims, Male",4.0415,Gross enrollment ratio - Secondary (female),91.2924
11272,Mauritius,2010,"Percentage of male and female intentional homicide victims, Male",4.0415,Gross enrollment ratio - Tertiary (male),30.5354
11273,Mauritius,2010,"Percentage of male and female intentional homicide victims, Male",4.0415,Gross enrollment ratio - Tertiary (female),36.9104
11275,Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",1.2711,Gross enrollment ratio - Primary (male),102.5275
11276,Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",1.2711,Gross enrollment ratio - Primary (female),103.0545
11278,Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",1.2711,Gross enrollment ratio - Secondary (male),87.2484
11279,Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",1.2711,Gross enrollment ratio - Secondary (female),91.2924
11281,Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",1.2711,Gross enrollment ratio - Tertiary (male),30.5354
11282,Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",1.2711,Gross enrollment ratio - Tertiary (female),36.9104
11284,Mauritius,2010,"Assault rate per 100,000 population",19.07,Gross enrollment ratio - Primary (male),102.5275
11285,Mauritius,2010,"Assault rate per 100,000 population",19.07,Gross enrollment ratio - Primary (female),103.0545
11287,Mauritius,2010,"Assault rate per 100,000 population",19.07,Gross enrollment ratio - Secondary (male),87.2484
11288,Mauritius,2010,"Assault rate per 100,000 population",19.07,Gross enrollment ratio - Secondary (female),91.2924
11290,Mauritius,2010,"Assault rate per 100,000 population",19.07,Gross enrollment ratio - Tertiary (male),30.5354
11291,Mauritius,2010,"Assault rate per 100,000 population",19.07,Gross enrollment ratio - Tertiary (female),36.9104
11293,Mauritius,2010,"Kidnapping at the national level, rate per 100,000",2.805,Gross enrollment ratio - Primary (male),102.5275
11294,Mauritius,2010,"Kidnapping at the national level, rate per 100,000",2.805,Gross enrollment ratio - Primary (female),103.0545
11296,Mauritius,2010,"Kidnapping at the national level, rate per 100,000",2.805,Gross enrollment ratio - Secondary (male),87.2484
11297,Mauritius,2010,"Kidnapping at the national level, rate per 100,000",2.805,Gross enrollment ratio - Secondary (female),91.2924
11299,Mauritius,2010,"Kidnapping at the national level, rate per 100,000",2.805,Gross enrollment ratio - Tertiary (male),30.5354
11300,Mauritius,2010,"Kidnapping at the national level, rate per 100,000",2.805,Gross enrollment ratio - Tertiary (female),36.9104
11302,Mauritius,2010,"Theft at the national level, rate per 100,000 population",863.94,Gross enrollment ratio - Primary (male),102.5275
11303,Mauritius,2010,"Theft at the national level, rate per 100,000 population",863.94,Gross enrollment ratio - Primary (female),103.0545
11305,Mauritius,2010,"Theft at the national level, rate per 100,000 population",863.94,Gross enrollment ratio - Secondary (male),87.2484
11306,Mauritius,2010,"Theft at the national level, rate per 100,000 population",863.94,Gross enrollment ratio - Secondary (female),91.2924
11308,Mauritius,2010,"Theft at the national level, rate per 100,000 population",863.94,Gross enrollment ratio - Tertiary (male),30.5354
11309,Mauritius,2010,"Theft at the national level, rate per 100,000 population",863.94,Gross enrollment ratio - Tertiary (female),36.9104
