Num,Region,Year,Series,Value,Footnotes,Source
368,Iraq,2013,"Percentage of male and female intentional homicide victims, Female",3.2963,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2005,"Intentional homicide rates per 100,000",1.2557,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2005,"Percentage of male and female intentional homicide victims, Male",2.1182,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2005,"Percentage of male and female intentional homicide victims, Female",0.3959,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2005,"Assault rate per 100,000 population",301.3500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2005,"Kidnapping at the national level, rate per 100,000",1.7870,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2005,"Theft at the national level, rate per 100,000 population",1421.8500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2005,"Total Sexual Violence at the national level, rate per 100,000",43.4920,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2010,"Intentional homicide rates per 100,000",1.2076,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2010,"Percentage of male and female intentional homicide victims, Male",2.1107,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2010,"Percentage of male and female intentional homicide victims, Female",0.3158,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2010,"Assault rate per 100,000 population",330.2200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2010,"Kidnapping at the national level, rate per 100,000",2.9420,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2010,"Theft at the national level, rate per 100,000 population",1436.4500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2010,"Robbery at the national level, rate per 100,000 population",70.1800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2010,"Total Sexual Violence at the national level, rate per 100,000",51.9540,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2016,"Intentional homicide rates per 100,000",0.7879,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2016,"Percentage of male and female intentional homicide victims, Male",1.4196,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2016,"Percentage of male and female intentional homicide victims, Female",0.0843,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2016,"Assault rate per 100,000 population",76.5300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2016,"Kidnapping at the national level, rate per 100,000",1.5330,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2016,"Theft at the national level, rate per 100,000 population",1383.7500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2016,"Robbery at the national level, rate per 100,000 population",44.6980,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2016,"Total Sexual Violence at the national level, rate per 100,000",47.4660,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2017,"Intentional homicide rates per 100,000",0.8626,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2017,"Percentage of male and female intentional homicide victims, Male",1.1468,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2017,"Percentage of male and female intentional homicide victims, Female",0.6253,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2017,"Assault rate per 100,000 population",85.1500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2017,"Kidnapping at the national level, rate per 100,000",1.5990,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2017,"Robbery at the national level, rate per 100,000 population",46.0130,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
372,Ireland,2017,"Total Sexual Violence at the national level, rate per 100,000",53.4610,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
833,Isle of Man,2016,"Intentional homicide rates per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2005,"Intentional homicide rates per 100,000",2.5883,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2005,"Percentage of male and female intentional homicide victims, Male",3.7570,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2005,"Percentage of male and female intentional homicide victims, Female",1.4507,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2005,"Assault rate per 100,000 population",782.8800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2005,"Kidnapping at the national level, rate per 100,000",6.4020,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2005,"Theft at the national level, rate per 100,000 population",1918.9800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2005,"Total Sexual Violence at the national level, rate per 100,000",70.4240,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2010,"Intentional homicide rates per 100,000",2.0418,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2010,"Percentage of male and female intentional homicide victims, Male",3.1885,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2010,"Percentage of male and female intentional homicide victims, Female",0.9229,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2010,"Assault rate per 100,000 population",626.2900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2010,"Kidnapping at the national level, rate per 100,000",3.6340,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2010,"Theft at the national level, rate per 100,000 population",984.7700,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2010,"Robbery at the national level, rate per 100,000 population",39.5590,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2010,"Total Sexual Violence at the national level, rate per 100,000",67.4650,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2011,"Intentional homicide rates per 100,000",1.9634,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2011,"Percentage of male and female intentional homicide victims, Male",3.0540,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2011,"Percentage of male and female intentional homicide victims, Female",0.8978,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2011,"Assault rate per 100,000 population",575.2500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2011,"Kidnapping at the national level, rate per 100,000",3.5390,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2011,"Theft at the national level, rate per 100,000 population",945.7600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2011,"Robbery at the national level, rate per 100,000 population",36.6770,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2011,"Total Sexual Violence at the national level, rate per 100,000",61.0660,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2017,"Intentional homicide rates per 100,000",1.4920,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2017,"Percentage of male and female intentional homicide victims, Male",2.4424,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
376,Israel,2017,"Percentage of male and female intentional homicide victims, Female",0.5543,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
380,Italy,2005,"Intentional homicide rates per 100,000",1.0466,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
380,Italy,2005,"Percentage of male and female intentional homicide victims, Male",1.6747,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
380,Italy,2005,"Percentage of male and female intentional homicide victims, Female",0.4540,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
380,Italy,2005,"Assault rate per 100,000 population",97.1700,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
