Region,Year,CrimeRate,EducationRate,CrimeInfo,EducationInfo,Gender
Nepal,2005,1.99,2054.165,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Nepal,2005,1.99,4030.045,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Netherlands,2005,1.4416,56.3907,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Netherlands,2005,1.4416,119.5314,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Netherlands,2005,1.4416,107.9386,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Netherlands,2010,1.0864,60.2919,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Netherlands,2010,1.0864,122.9003,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Netherlands,2010,1.0864,108.4577,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
North Macedonia,2017,0.3845,48.5523,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
North Macedonia,2017,0.3845,80.3052,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
North Macedonia,2017,0.3845,97.0633,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Norway,2005,0.7411,62.4474,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Norway,2005,0.7411,113.234,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Norway,2005,0.7411,98.3692,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Panama,2010,23.4396,35.0939,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Panama,2010,23.4396,69.205,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Panama,2010,23.4396,107.0098,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Panama,2017,9.667,322.913,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Panama,2017,9.667,418.852,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Panama,2017,81.4,322.913,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Panama,2017,81.4,418.852,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Panama,2017,0.56,322.913,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Panama,2017,0.56,418.852,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Panama,2017,242.805,322.913,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Panama,2017,242.805,418.852,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Panama,2017,113.976,322.913,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Panama,2017,113.976,418.852,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Paraguay,2010,2.3779,40.8821,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Paraguay,2010,2.3779,69.786,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Paraguay,2010,2.3779,100.9206,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Portugal,2010,1.6217,60.2314,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Portugal,2010,1.6217,105.3109,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Portugal,2010,1.6217,113.2424,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Puerto Rico,2005,3.4911,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Puerto Rico,2016,21.443,233.07,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Puerto Rico,2016,21.443,236.001,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Puerto Rico,2016,21.443,227.548,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Puerto Rico,2016,109.47,233.07,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Puerto Rico,2016,109.47,236.001,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Puerto Rico,2016,109.47,227.548,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Puerto Rico,2016,1.432,233.07,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Puerto Rico,2016,1.432,236.001,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Puerto Rico,2016,1.432,227.548,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Puerto Rico,2016,705.54,233.07,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Puerto Rico,2016,705.54,236.001,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Puerto Rico,2016,705.54,227.548,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Puerto Rico,2016,99.056,233.07,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Puerto Rico,2016,99.056,236.001,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Puerto Rico,2016,99.056,227.548,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Puerto Rico,2017,2.2343,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Qatar,2005,0.6933,9.699,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Qatar,2005,0.6933,55.705,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Qatar,2005,0.6933,69.991,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Qatar,2005,103.7,9.699,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Qatar,2005,103.7,55.705,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Qatar,2005,103.7,69.991,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Romania,2016,0.8958,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Russian Federation,2010,11.6323,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Russian Federation,2010,21.19,NULL,"Assault rate per 100,000 population",NULL,NULL
Russian Federation,2010,0.362,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Russian Federation,2010,772.5,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Russian Federation,2010,114.684,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Russian Federation,2010,10.615,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Saint Kitts and Nevis,2011,68.7674,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Saint Kitts and Nevis,2011,279.59,NULL,"Assault rate per 100,000 population",NULL,NULL
Saint Kitts and Nevis,2011,6.068,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Saint Kitts and Nevis,2011,1002.04,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Saint Kitts and Nevis,2011,134.694,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Saint Kitts and Nevis,2011,130.612,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Saint Lucia,2010,25.274,1.973,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Saint Lucia,2010,25.274,16.017,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Saint Lucia,2010,25.274,19.483,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Saint Lucia,2010,44.9357,6.9074,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Saint Lucia,2010,44.9357,94.3733,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Saint Martin (French part),2016,27.7308,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Saint Pierre and Miquelon,2006,0,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Saint Vincent & Grenadines,2005,23.9373,9.78,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Saint Vincent & Grenadines,2005,23.9373,17.858,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Saint Vincent & Grenadines,2005,13.0245,99.4108,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Saint Vincent & Grenadines,2005,13.0245,112.1378,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Saint Vincent & Grenadines,2005,1148.62,9.78,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Saint Vincent & Grenadines,2005,1148.62,17.858,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Saint Vincent & Grenadines,2005,1.841,9.78,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Saint Vincent & Grenadines,2005,1.841,17.858,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Saint Vincent & Grenadines,2005,1773.39,9.78,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Saint Vincent & Grenadines,2005,1773.39,17.858,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Saint Vincent & Grenadines,2005,104.587,9.78,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
